,city,state,lat,lon,boundingboxes
5258,Lecompton,Kansas,39.0450538,-95.3949264,"['39.0150680', '39.0573609', '-95.4050300', '-95.3819400']"
5259,Grandview,Texas,32.2666506,-97.1785429,"['32.2483632', '32.2823700', '-97.1949692', '-97.1637012']"
5260,Hudson,New Hampshire,42.7654433,-71.4397167,"['42.6988153', '42.8248900', '-71.4638673', '-71.3610051']"
5261,Sunbury,Pennsylvania,40.8619754,-76.7936252,"['40.8420310', '40.8784450', '-76.8060940', '-76.7663510']"
5262,Chateaugay,New York,44.926648,-74.079781,"['44.8634340', '44.9956964', '-74.1434730', '-74.0059890']"
5263,Cove,Oregon,45.2965257,-117.807987,"['45.2876120', '45.3058990', '-117.8190340', '-117.8001400']"
5264,Grabill,Indiana,41.2108829,-84.9669112,"['41.2023270', '41.2194860', '-84.9749050', '-84.9603240']"
5265,Lisle,Illinois,41.801159,-88.0747687,"['41.7598109', '41.8186234', '-88.1187369', '-88.0491750']"
5266,Greenock,Pennsylvania,40.3122919,-79.806713,"['40.2922919', '40.3322919', '-79.8267130', '-79.7867130']"
5267,Hillsboro Beach,Florida,26.2939687,-80.0789318,"['26.2580924', '26.3053171', '-80.0835942', '-80.0762543']"
5268,Fort Pierce North,Florida,27.47381545,-80.36604787814784,"['27.4476207', '27.5000100', '-80.3827200', '-80.3310921']"
5269,Wasilla,Alaska,61.5824216,-149.442563,"['61.5528970', '61.6065260', '-149.5646920', '-149.3536440']"
5270,Fayetteville,Georgia,33.4487257,-84.4549262,"['33.4128010', '33.4911170', '-84.5288490', '-84.4216300']"
5271,Leilani Estates,Hawaii,19.4669684,-154.91656,"['19.4469684', '19.4869684', '-154.9365600', '-154.8965600']"
5272,El Rancho,New Mexico,35.896034,-106.08709958918078,"['35.8827450', '35.9095910', '-106.1118410', '-106.0733020']"
5273,Middlesex,North Carolina,35.7901316,-78.2042904,"['35.7814700', '35.7999760', '-78.2231410', '-78.1816810']"
5274,Hingham,Massachusetts,42.2417669,-70.8897676,"['42.1575803', '42.2748849', '-70.9337718', '-70.8269997']"
5275,Salem,New York,43.1714488,-73.33015474371058,"['43.1552673', '43.1867072', '-73.3476030', '-73.3034090']"
5276,Lattingtown,New York,40.8953767,-73.6009595,"['40.8764180', '40.9087680', '-73.6207630', '-73.5718500']"
5277,Columbia,Tennessee,35.6148165,-87.0338464,"['35.5658540', '35.7225370', '-87.1400320', '-86.8858700']"
5278,Fairfax,Ohio,39.145372,-84.3931827,"['39.1346830', '39.1495972', '-84.4055410', '-84.3859775']"
5279,Waltham,Massachusetts,42.3756401,-71.2358004,"['42.3536377', '42.4244463', '-71.2860312', '-71.1941707']"
5280,Mescal,Arizona,31.9900824,-110.4353531,"['31.9700824', '32.0100824', '-110.4553531', '-110.4153531']"
5281,Lynwood,Illinois,41.5255648,-87.54056,"['41.4946643', '41.5428738', '-87.5873110', '-87.5254396']"
5282,Ruidoso Downs,New Mexico,33.3292691,-105.60442,"['33.3145290', '33.3551100', '-105.6286090', '-105.5554460']"
5283,Little Chute,Wisconsin,44.2799872,-88.3184394,"['44.2725870', '44.3124215', '-88.3578861', '-88.2821640']"
5284,Greensburg,Louisiana,30.829635,-90.6677355,"['30.8178370', '30.8435100', '-90.6880220', '-90.6526180']"
5285,Druid Hills,Georgia,33.7803832,-84.336036,"['33.7603832', '33.8003832', '-84.3560360', '-84.3160360']"
5286,Spencer,Ohio,41.1003323,-82.1232075,"['41.0891440', '41.1097020', '-82.1332070', '-82.1114130']"
5287,Newcastle,Oklahoma,35.2472869,-97.59976,"['35.1351355', '35.3335737', '-97.6709810', '-97.4844488']"
5288,Scotts Valley,California,37.0510595,-122.014684,"['37.0290450', '37.0806455', '-122.0417030', '-121.9839999']"
5289,Le Roy,Minnesota,43.5096626,-92.5032843,"['43.5050426', '43.5220549', '-92.5245478', '-92.4939848']"
5290,Sawmills,North Carolina,35.8245638,-81.4741107,"['35.7842180', '35.8382910', '-81.5102750', '-81.4443060']"
5291,Lake Worth Beach,Florida,26.6159698,-80.0569927,"['26.5939152', '26.6463699', '-80.0826258', '-80.0353970']"
5292,Northport,New York,40.9009595,-73.343167,"['40.8885370', '40.9189980', '-73.3606610', '-73.3265780']"
5293,Nibley,Utah,41.6745591,-111.833119,"['41.6402668', '41.6929035', '-111.8786770', '-111.8134403']"
5294,Ralston,Nebraska,41.2016674,-96.0323796,"['41.1906420', '41.2124668', '-96.0524055', '-96.0236867']"
5295,Picnic Point,Washington,47.8807534,-122.3342312,"['47.8807034', '47.8808034', '-122.3342812', '-122.3341812']"
5296,Sawgrass,Florida,30.1900875,-81.37136890590575,"['30.1610570', '30.2192670', '-81.3814580', '-81.3554560']"
5297,Thatcher,Utah,41.6938166,-112.2941236,"['41.6738166', '41.7138166', '-112.3141236', '-112.2741236']"
5298,Pevely,Missouri,38.2833879,-90.3951204,"['38.2644090', '38.3164275', '-90.4298110', '-90.3735893']"
5299,Ripon,California,37.7394666,-121.1246966,"['37.7179671', '37.7686940', '-121.1563580', '-121.0892071']"
5300,Vienna,New York,43.239701,-75.702667,"['43.1466280', '43.3197150', '-75.8841920', '-75.6071210']"
5301,Novato,California,38.1061979,-122.5681191,"['38.0394821', '38.1479824', '-122.6237763', '-122.4836734']"
5302,Sixteen Mile Stand,Ohio,39.2728677,-84.3271738,"['39.2528677', '39.2928677', '-84.3471738', '-84.3071738']"
5303,Greens Farms,Connecticut,41.1266542,-73.3191042,"['41.1097656', '41.1389933', '-73.3461213', '-73.2961266']"
5304,Clemmons,North Carolina,36.0215258,-80.3819984,"['35.9912221', '36.0789490', '-80.4327695', '-80.3523705']"
5305,Vinton,Iowa,42.1679131,-92.0239504,"['42.1448194', '42.1814942', '-92.0569078', '-91.9939347']"
5306,Palmyra,New York,43.0623754,-77.2347245,"['43.0514140', '43.0685980', '-77.2469410', '-77.2131500']"
5307,Timberwood Park,Texas,29.6907352,-98.49537616202771,"['29.6725003', '29.7088092', '-98.5227956', '-98.4781973']"
5308,Garden City,Michigan,42.3255929,-83.3310422,"['42.3101660', '42.3406360', '-83.3794060', '-83.3108670']"
5309,Robertsville,Ohio,40.7631147,-81.1895487,"['40.7575154', '40.7657154', '-81.2094031', '-81.1826910']"
5310,Tuxedo,New York,41.1934278,-74.1843129,"['41.1430300', '41.2924540', '-74.2472130', '-74.0695590']"
5311,Walnut,California,34.0202894,-117.8653386,"['34.0026847', '34.0624007', '-117.8957203', '-117.8246895']"
5312,Wildwood,Texas,30.524095,-94.4415843,"['30.5040950', '30.5440950', '-94.4615843', '-94.4215843']"
5313,Herriman,Utah,40.5139784,-112.0329086,"['40.4424174', '40.5370022', '-112.0930106', '-111.9337002']"
5314,Alleghenyville,Pennsylvania,40.2342594,-75.9885487,"['40.2142594', '40.2542594', '-76.0085487', '-75.9685487']"
5315,South Monroe,Michigan,41.8958789,-83.4177105,"['41.8780510', '41.9140097', '-83.4410600', '-83.3990779']"
5316,Frostproof,Florida,27.7458626,-81.5306313,"['27.6610990', '27.8210560', '-81.5971705', '-81.4526209']"
5317,West Falls Church,Virginia,38.8663089,-77.1948897,"['38.8464340', '38.8794245', '-77.2204370', '-77.1539535']"
5318,Lathrop,California,37.8227046,-121.27661,"['37.7597874', '37.8660124', '-121.4142816', '-121.2616106']"
5319,Kenwood,California,38.4138005,-122.546093,"['38.3938005', '38.4338005', '-122.5660930', '-122.5260930']"
5320,White Lake,New York,43.542757,-75.1481227,"['43.5207388', '43.5684397', '-75.1647253', '-75.1282013']"
5321,La Honda,California,37.3191086,-122.2741352,"['37.2991086', '37.3391086', '-122.2941352', '-122.2541352']"
5322,South Bend,Indiana,41.6833813,-86.2500066,"['41.5974505', '41.7602675', '-86.3607483', '-86.1912911']"
5323,West Okoboji,Iowa,43.353279,-95.1624775,"['43.3388306', '43.3607844', '-95.1799615', '-95.1416289']"
5324,Bradley,Illinois,41.1421905,-87.8613221,"['41.1332700', '41.2068760', '-87.8860360', '-87.8103450']"
5325,Discovery Harbour,Hawaii,19.041105350000002,-155.6261445593914,"['19.0298213', '19.0524588', '-155.6452855', '-155.6180038']"
5326,Rosepine,Louisiana,30.9199148,-93.2823858,"['30.9073138', '30.9377728', '-93.3107912', '-93.2681312']"
5327,Maugansville,Maryland,39.698871499999996,-77.74640331936928,"['39.6771070', '39.7210948', '-77.7668300', '-77.7327520']"
5328,Catalina Foothills,Arizona,32.3029775,-110.89058544803774,"['32.2506250', '32.3553986', '-110.9799960', '-110.7986509']"
5329,Evergreen,Colorado,39.6361637,-105.32145797867402,"['39.5887942', '39.6836182', '-105.3765538', '-105.2809731']"
5330,Birdsboro,Pennsylvania,40.2645371,-75.8040852,"['40.2516400', '40.2710745', '-75.8261520', '-75.7963602']"
5331,Chilton,Wisconsin,44.028944,-88.1628151,"['44.0002840', '44.0454700', '-88.1830860', '-88.1326921']"
5332,Choctaw,Oklahoma,34.0246234,-95.52055,"['33.8629341', '34.1570090', '-95.9918385', '-95.1558837']"
5333,Manchester,Virginia,37.5209803,-77.4441501,"['37.5009803', '37.5409803', '-77.4641501', '-77.4241501']"
5334,Falcon Lake Estates,Texas,26.8728176,-99.255314,"['26.8528176', '26.8928176', '-99.2753140', '-99.2353140']"
5335,Mount Lena,Maryland,39.5592653,-77.6280461,"['39.5430020', '39.5638189', '-77.6359954', '-77.6076604']"
5336,Bay City,Michigan,43.5944677,-83.8888648,"['43.5386677', '43.6238297', '-83.9161566', '-83.8452803']"
5337,Bound Brook,New Jersey,40.5684363,-74.5384889,"['40.5551960', '40.5817250', '-74.5572051', '-74.5237020']"
5338,River Road,Oregon,44.0840132,-123.1337001,"['44.0640132', '44.1040132', '-123.1537001', '-123.1137001']"
5339,Shoreline,Washington,47.7564667,-122.3437497,"['47.7337633', '47.7780453', '-122.3948511', '-122.2921328']"
5340,Morgan's Point Resort,Texas,31.148743500000002,-97.46113502821045,"['31.1323326', '31.1651050', '-97.4872280', '-97.4356858']"
5341,Lake Magdalene,Florida,28.0741832,-82.4717613,"['28.0541832', '28.0941832', '-82.4917613', '-82.4517613']"
5342,Groveport,Ohio,39.8522449,-82.8868636,"['39.8280622', '39.8885933', '-82.9374528', '-82.8478504']"
5343,Coeburn,Virginia,36.9439917,-82.4640401,"['36.9329955', '36.9633350', '-82.4956870', '-82.4403778']"
5344,Mount Crawford,Virginia,38.3564677,-78.9418566,"['38.3506981', '38.3664495', '-78.9492633', '-78.9331098']"
5345,Bellevue,Idaho,43.463518,-114.2606,"['43.4504470', '43.4949770', '-114.2726400', '-114.2279260']"
5346,Kelly Ridge,California,39.5396086,-121.4649676,"['39.5395586', '39.5396586', '-121.4650176', '-121.4649176']"
5347,Woodland Beach,Michigan,41.9400451,-83.3132639,"['41.9342300', '41.9487000', '-83.3243940', '-83.3029480']"
5348,Inverness Highlands South,Florida,28.799772,-82.33785447452341,"['28.7779300', '28.8217407', '-82.3530310', '-82.3145550']"
5349,Bennington,New Hampshire,43.0031371,-71.924524,"['42.9830550', '43.0513950', '-71.9471290', '-71.8731336']"
5350,Montclair,Virginia,38.6097746,-77.3575148,"['38.5802820', '38.6360140', '-77.3743650', '-77.3036140']"
5351,Heathcote,New Jersey,40.393854000000005,-74.5717242965823,"['40.3799620', '40.4076000', '-74.6025640', '-74.5487240']"
5352,Metamora,Illinois,40.7907409,-89.3614407,"['40.7822206', '40.8102246', '-89.3912712', '-89.3454041']"
5353,Bee Cave,Texas,30.3085373,-97.94501,"['30.2861367', '30.3298107', '-98.0036856', '-97.9086834']"
5354,Camden,New Jersey,39.9448402,-75.1198911,"['39.8986640', '39.9694780', '-75.1363868', '-75.0665460']"
5355,El Sobrante,California,37.9744635,-122.30572940306472,"['37.9515080', '37.9896777', '-122.3185900', '-122.2429250']"
5356,Defiance,Ohio,41.3203058,-84.5084835,"['41.1653590', '41.4279210', '-84.8041330', '-84.2275390']"
5357,Greenville,North Carolina,35.613224,-77.3724593,"['35.5297760', '35.6760510', '-77.4752650', '-77.2793050']"
5358,Lago Vista,Texas,30.4601975,-97.9883477,"['30.3991921', '30.5071711', '-98.0374396', '-97.9548403']"
5359,Gordo,Alabama,33.3201178,-87.9027962,"['33.3088166', '33.3350156', '-87.9278478', '-87.8874818']"
5360,Bradbury,California,34.1469511,-117.970898,"['34.1436190', '34.1651654', '-117.9858510', '-117.9512762']"
5361,Lawai,Hawaii,21.9262362,-159.507987,"['21.8954750', '21.9466388', '-159.5251274', '-159.4718345']"
5362,Lemoyne,Pennsylvania,40.2412143,-76.894272,"['40.2345760', '40.2551162', '-76.9167090', '-76.8789577']"
5363,Erma,New Jersey,38.9979735,-74.89382521170504,"['38.9748580', '39.0207833', '-74.9139630', '-74.8726070']"
5364,West Milwaukee,Wisconsin,43.0125142,-87.9725861,"['43.0007767', '43.0245543', '-87.9826700', '-87.9609775']"
5365,Cincinnati,Ohio,39.1014537,-84.5124602,"['39.0520565', '39.2210368', '-84.7123900', '-84.3695773']"
5366,New Hope,Pennsylvania,40.3642728,-74.9512785,"['40.3497411', '40.3735144', '-74.9685192', '-74.9454628']"
5367,Deer Creek,Arizona,36.437077,-112.470021,"['36.3883078', '36.4479110', '-112.5102650', '-112.4130530']"
5368,Canyon Creek,Texas,30.3744533,-97.8598003,"['30.3726950', '30.3773441', '-97.8650581', '-97.8548204']"
5369,Norwell,Massachusetts,42.1617681,-70.7939307,"['42.1061169', '42.1953724', '-70.8902910', '-70.7524070']"
5370,Raymond,Wisconsin,42.8008509,-88.0125843,"['42.7808509', '42.8208509', '-88.0325843', '-87.9925843']"
5371,Brookside,Alabama,33.6378825,-86.9166612,"['33.6036834', '33.6579903', '-86.9364298', '-86.8694428']"
5372,Concord,California,37.9768525,-122.0335624,"['37.9238607', '38.0227170', '-122.0645819', '-121.9328265']"
5373,Milton,New York,43.0336861,-73.8526225,"['42.9921970', '43.0890840', '-73.9644640', '-73.8351900']"
5374,Andover,Ohio,41.607169,-80.571323,"['41.5962010', '41.6165920', '-80.5817430', '-80.5518100']"
5375,Olive Branch,Mississippi,34.9617605,-89.8295315,"['34.9184340', '34.9947668', '-89.9213286', '-89.7594400']"
5376,Fox Chapel,Pennsylvania,40.522924,-79.8913193,"['40.4912930', '40.5520370', '-79.9150630', '-79.8561720']"
5377,Canaan,Connecticut,41.146763,-73.4945668,"['41.1467130', '41.1468130', '-73.4946168', '-73.4945168']"
5378,Richford,Vermont,44.9965604,-72.671942,"['44.9215397', '45.0156027', '-72.7018485', '-72.5364989']"
5379,Castleton,Vermont,43.61346895,-73.17127389321243,"['43.6133901', '43.6135479', '-73.1714349', '-73.1711129']"
5380,Humansville,Missouri,37.7944806,-93.5779815,"['37.7877770', '37.8027910', '-93.5895010', '-93.5652690']"
5381,Hampton,Virginia,37.0264414,-76.3442846,"['36.9194080', '37.1513676', '-76.4513394', '-76.0843199']"
5382,Mooreville,Mississippi,34.2677725,-88.576565,"['34.2477725', '34.2877725', '-88.5965650', '-88.5565650']"
5383,Candlewood Lake,Ohio,40.6202398,-82.7813784804772,"['40.6066276', '40.6338444', '-82.7849700', '-82.7715486']"
5384,Shady Cove,Oregon,42.610909,-122.82198544499018,"['42.5891327', '42.6326720', '-122.8361979', '-122.8017295']"
5385,Cassville,Wisconsin,42.7144408,-90.9907697,"['42.7016350', '42.7301880', '-91.0196000', '-90.9575393']"
5386,Winona,Minnesota,43.9582272,-91.7807784,"['43.8468753', '44.1932904', '-92.0793558', '-91.2838718']"
5387,Gibbstown,New Jersey,39.82410645,-75.27820967980284,"['39.8154790', '39.8327120', '-75.3045770', '-75.2524920']"
5388,Johnson,Arkansas,35.5600697,-93.4550108,"['35.3268069', '35.7686371', '-93.7101490', '-93.1650920']"
5389,Watauga,Texas,32.8579056,-97.2547371,"['32.8529847', '32.8949130', '-97.2725480', '-97.2377378']"
5390,Cathcart,Washington,47.84828,-122.0975133,"['47.8230710', '47.8781390', '-122.1353220', '-122.0823460']"
5391,Dunn,North Carolina,35.3076902,-78.6093257,"['35.2690790', '35.3397118', '-78.6533412', '-78.5759466']"
5392,Georgetown,Texas,30.6370152,-97.6775634,"['30.5708044', '30.7525362', '-97.8327917', '-97.5898805']"
5393,Fort Ann,New York,43.414276,-73.487892,"['43.3835430', '43.5822494', '-73.6368857', '-73.3636900']"
5394,Berea,Ohio,41.3661614,-81.8543026,"['41.3440980', '41.3901590', '-81.8964362', '-81.8373570']"
5395,Terryville,New York,40.909259,-73.048662,"['40.8885020', '40.9316340', '-73.0697310', '-73.0279980']"
5396,Hanson,Massachusetts,42.0751013,-70.8800423,"['42.0157246', '42.0963324', '-70.9129643', '-70.8334556']"
5397,Lake City,South Carolina,33.8709959,-79.7553452,"['33.8473110', '33.8929780', '-79.7892390', '-79.7238950']"
5398,Bowdon,Georgia,33.5378885,-85.2532818,"['33.5227300', '33.5525630', '-85.2776930', '-85.2360250']"
5399,Mount Carmel,Ohio,39.100040050000004,-84.29703299757239,"['39.0849990', '39.1162835', '-84.3108960', '-84.2839740']"
5400,Riverdale Park,Maryland,38.9615103,-76.9296515,"['38.9509263', '38.9756787', '-76.9430523', '-76.9031284']"
5401,Corinth,Texas,33.1540091,-97.0647322,"['33.1192080', '33.1637879', '-97.0963846', '-97.0375140']"
5402,Norwood,North Carolina,35.2195898,-80.1189477,"['35.1933450', '35.2901410', '-80.1643503', '-80.0950860']"
5403,Fairhope,Alabama,30.5231647,-87.9028458,"['30.4438737', '30.5822352', '-87.9249823', '-87.8354198']"
5404,Geneva,Ohio,41.8052539,-80.9476206,"['41.7745830', '41.8181780', '-80.9670110', '-80.9247280']"
5405,Moulton,Alabama,34.4817816,-87.2919449,"['34.4552405', '34.5154494', '-87.3168306', '-87.2489005']"
5406,Orchidlands Estates,Hawaii,19.5585138,-155.0132798,"['19.5385138', '19.5785138', '-155.0332798', '-154.9932798']"
5407,Burlington,Iowa,40.8126922,-91.1020205,"['40.7609509', '40.8476628', '-91.1802622', '-91.0783774']"
5408,Redmond,Oregon,44.2726203,-121.173921,"['44.2185662', '44.3107687', '-121.2347528', '-121.1335478']"
5409,Wyoming,Illinois,41.0617037,-89.7731578,"['41.0532608', '41.0769140', '-89.7845705', '-89.7642230']"
5410,Comanche,Oklahoma,34.6557505,-98.4485103,"['34.4059480', '34.8554891', '-98.8263482', '-98.0889280']"
5411,Ocean Bluff-Brant Rock,Massachusetts,42.0911522,-70.6443306,"['42.0904973', '42.0921314', '-70.6455752', '-70.6430388']"
5412,Grape Creek,Texas,31.5852553,-100.5464817,"['31.5652553', '31.6052553', '-100.5664817', '-100.5264817']"
5413,Crosslake,Minnesota,46.6747454,-94.09306254941276,"['46.6310302', '46.7185199', '-94.1566712', '-94.0294257']"
5414,Green Hill,Tennessee,35.6800701,-87.028616,"['35.6800201', '35.6801201', '-87.0286660', '-87.0285660']"
5415,Sunland Park,New Mexico,31.796496,-106.579989,"['31.7838525', '31.8663014', '-106.6481653', '-106.5268278']"
5416,Little Falls,New York,43.0434039,-74.8595958,"['43.0253860', '43.0641580', '-74.8850890', '-74.8314900']"
5417,Rochester,Massachusetts,41.7317701,-70.8200371,"['41.7001634', '41.8089218', '-70.9217833', '-70.7717411']"
5418,Avon,North Carolina,35.346651050000006,-75.5079288092007,"['35.3217820', '35.3714183', '-75.5167914', '-75.4956985']"
5419,Buckeye,Arizona,33.3703197,-112.583776,"['33.1305260', '33.8112594', '-112.8591058', '-112.4582784']"
5420,Eaton Estates,Ohio,41.3062025,-82.01113466478,"['41.2973340', '41.3140420', '-82.0208970', '-82.0014020']"
5421,Oak Level,Virginia,36.7907875,-79.93541399187272,"['36.7584730', '36.8228630', '-79.9659270', '-79.9165370']"
5422,Jacksonville,Pennsylvania,40.5649125,-79.29903803116835,"['40.5386370', '40.5913510', '-79.3259370', '-79.2675230']"
5423,Bronson,Florida,29.4477445,-82.6423336,"['29.4337300', '29.4640050', '-82.6562110', '-82.6228200']"
5424,Southmont,North Carolina,35.6679164,-80.2669972,"['35.6479164', '35.6879164', '-80.2869972', '-80.2469972']"
5425,Carrollton,Georgia,33.5801103,-85.0766113,"['33.5397940', '33.6333970', '-85.1862100', '-85.0143900']"
5426,Falling Waters,West Virginia,39.5592639,-77.8908301,"['39.5392639', '39.5792639', '-77.9108301', '-77.8708301']"
5427,Schertz,Texas,29.5641617,-98.2695702,"['29.4680454', '29.6592780', '-98.3060164', '-98.1767352']"
5428,Frackville,Pennsylvania,40.7839774,-76.2302211,"['40.7763095', '40.7904653', '-76.2422272', '-76.2236281']"
5429,Brackenridge,Pennsylvania,40.6081221,-79.7411594,"['40.6006660', '40.6156843', '-79.7510535', '-79.7331694']"
5430,Bellflower,California,33.8825705,-118.1167679,"['33.8655740', '33.9104530', '-118.1514023', '-118.1067018']"
5431,Lake Villa,Illinois,42.4169651,-88.0739708,"['42.3863150', '42.4485590', '-88.1231520', '-88.0528370']"
5432,Far Hills,New Jersey,40.684268,-74.6357148,"['40.6672000', '40.7281230', '-74.6512240', '-74.5942980']"
5433,Blowing Rock,North Carolina,36.1350245,-81.6777907,"['36.1141600', '36.1449040', '-81.6937320', '-81.6502160']"
5434,Dillsboro,North Carolina,35.3700615,-83.2506638,"['35.3636670', '35.3738264', '-83.2667151', '-83.2426111']"
5435,Punta Gorda,Florida,26.9351529,-82.0512058,"['26.8366576', '26.9493614', '-82.0978393', '-82.0060223']"
5436,Driftwood,Texas,30.1229876,-98.0308425,"['30.1029876', '30.1429876', '-98.0508425', '-98.0108425']"
5437,Washington,Missouri,37.9559513,-90.879099,"['37.7341195', '38.2067447', '-91.1003950', '-90.6399291']"
5438,Beech Mountain,North Carolina,36.2090865,-81.8817963798302,"['36.1801420', '36.2372460', '-81.9281760', '-81.8533100']"
5439,Lake City,Pennsylvania,42.0187713,-80.3460736,"['42.0067100', '42.0318099', '-80.3670080', '-80.3264230']"
5440,Westgate,Florida,25.8384303,-80.2511606,"['25.8184303', '25.8584303', '-80.2711606', '-80.2311606']"
5441,Bellevue,Pennsylvania,40.4939576,-80.0517216,"['40.4822576', '40.5082290', '-80.0661949', '-80.0445390']"
5442,Malibu,California,34.035591,-118.689423,"['33.9469077', '34.0671676', '-118.9517221', '-118.5701008']"
5443,Roxboro,North Carolina,36.3937519,-78.9827881,"['36.3300882', '36.4581853', '-79.0107188', '-78.9437473']"
5444,Monee,Illinois,41.420034,-87.7417115,"['41.3976514', '41.4342025', '-87.7836627', '-87.7091296']"
5445,Cool Valley,Missouri,38.725913,-90.3059184,"['38.7186300', '38.7315130', '-90.3135910', '-90.2980130']"
5446,Biggs,California,39.4123876,-121.712751,"['39.4057433', '39.4206220', '-121.7247230', '-121.7018450']"
5447,Jemison,Alabama,32.9596424,-86.7452105,"['32.9334260', '33.0078674', '-86.7672591', '-86.6776489']"
5448,Lake City,Michigan,44.335287,-85.215046,"['44.3169884', '44.3408350', '-85.2230449', '-85.2005814']"
5449,Palmhurst,Texas,26.2584053,-98.3180712,"['26.2446195', '26.2716344', '-98.3350716', '-98.2690275']"
5450,Wind Gap,Pennsylvania,40.8481509,-75.2915694,"['40.8349310', '40.8636179', '-75.3052060', '-75.2797800']"
5451,Herald Harbor,Maryland,39.05316815,-76.57100468092402,"['39.0406406', '39.0658736', '-76.5990293', '-76.5498850']"
5452,Veneta,Oregon,44.0488807,-123.351514,"['44.0335266', '44.0596909', '-123.3721487', '-123.3277531']"
5453,Middlebrook,Virginia,38.0512424,-79.2139214,"['38.0312424', '38.0712424', '-79.2339214', '-79.1939214']"
5454,Wampsville,New York,43.075408,-75.70713,"['43.0647220', '43.0910530', '-75.7180090', '-75.7025200']"
5455,Johnson,Oklahoma,35.4056256,-96.8416882,"['35.3910180', '35.4203030', '-96.8595380', '-96.8240530']"
5456,Waynesboro,Pennsylvania,39.7557827,-77.5776512,"['39.7330270', '39.7721080', '-77.6060240', '-77.5595240']"
5457,Prattville,Alabama,32.4600136,-86.4753174,"['32.4063539', '32.5115570', '-86.5554220', '-86.3643736']"
5458,Dickeyville,Wisconsin,42.627311,-90.5920798,"['42.5981677', '42.6346670', '-90.6027743', '-90.5756704']"
5459,Yeadon,Pennsylvania,39.9390017,-75.2554605,"['39.9187540', '39.9438996', '-75.2731940', '-75.2348215']"
5460,East Greenville,Pennsylvania,40.4064882,-75.5018479,"['40.3987457', '40.4135109', '-75.5169874', '-75.4963207']"
5461,Bald Head Island,North Carolina,33.8598511,-77.9895326,"['33.5398511', '34.1798511', '-78.3095326', '-77.6695326']"
5462,Elmira,New York,42.0897965,-76.8077338,"['42.0648960', '42.1201040', '-76.8421360', '-76.7760660']"
5463,Wittenberg,Wisconsin,44.8227201,-89.1686531,"['44.8123502', '44.8358040', '-89.1838820', '-89.1432150']"
5464,Gallitzin,Pennsylvania,40.482293,-78.5516827,"['40.4725330', '40.4879900', '-78.5661110', '-78.5455950']"
5465,Penn Yan,New York,42.6603037,-77.0540989,"['42.6461250', '42.6764300', '-77.0858540', '-77.0349560']"
5466,State College,Pennsylvania,40.7944504,-77.8616386,"['40.7683701', '40.8072297', '-77.8861677', '-77.8189976']"
5467,Grimes,Iowa,41.6883214,-93.7910575,"['41.6329690', '41.7174898', '-93.8458770', '-93.7558820']"
5468,New Braunfels,Texas,29.7028266,-98.1257348,"['29.6305241', '29.7769818', '-98.2481790', '-98.0276573']"
5469,Tilton,Illinois,40.0953144,-87.6475213,"['40.0755635', '40.1101205', '-87.6585396', '-87.6198766']"
5470,Orchard Grass Hills,Kentucky,38.323650549999996,-85.52321836959459,"['38.3180200', '38.3292742', '-85.5303350', '-85.5162476']"
5471,Langhorne Manor,Pennsylvania,40.1670539,-74.9176664,"['40.1586533', '40.1736640', '-74.9262579', '-74.9060258']"
5472,Fox River Grove,Illinois,42.2008575,-88.2145259,"['42.1848790', '42.2061360', '-88.2384180', '-88.1891130']"
5473,Dighton,Massachusetts,41.8144903,-71.1196148,"['41.7893695', '41.8818432', '-71.2034633', '-71.1074891']"
5474,Big Lake,Washington,48.388306,-122.23200628211679,"['48.3552980', '48.4213240', '-122.2849730', '-122.2035200']"
5475,Worcester,New York,42.5914958,-74.7503896,"['42.5044230', '42.6618530', '-74.7837770', '-74.6308350']"
5476,Cambridge,Ohio,40.031183,-81.5884561,"['39.9845250', '40.0596580', '-81.6258280', '-81.5597230']"
5477,Manhattan,Kansas,39.1836082,-96.5716694,"['39.1241341', '39.2287959', '-96.6902756', '-96.4967126']"
5478,Annandale,Virginia,38.838491000000005,-77.20852375508332,"['38.8110000', '38.8659790', '-77.2621160', '-77.1576787']"
5479,Burton,Ohio,41.471426,-81.145104,"['41.4633953', '41.4784903', '-81.1575086', '-81.1358009']"
5480,Longcreek,South Carolina,34.8415057,-82.5479068,"['34.8215057', '34.8615057', '-82.5679068', '-82.5279068']"
5481,Waimanalo Beach,Hawaii,21.3369161,-157.6998691,"['21.3086960', '21.3461680', '-157.7150450', '-157.6514510']"
5482,Mahanoy City,Pennsylvania,40.8125881,-76.1416034,"['40.8076234', '40.8181604', '-76.1507487', '-76.1263310']"
5483,Alex,Oklahoma,34.9147921,-97.7786493,"['34.8986511', '34.9468841', '-97.7939980', '-97.7587002']"
5484,Windham,Ohio,41.235056,-81.049261,"['41.2296950', '41.2475847', '-81.0575950', '-81.0028387']"
5485,Westfield,Indiana,40.0428151,-86.1274888,"['39.9986939', '40.1015818', '-86.2413219', '-86.0895378']"
5486,Ashland,New Hampshire,43.6952394,-71.6311385,"['43.6862089', '43.7494567', '-71.6780136', '-71.5820688']"
5487,Seven Devils,North Carolina,36.1559724,-81.7996604,"['36.1183525', '36.1669460', '-81.8395233', '-81.7840840']"
5488,Sweetser,Indiana,40.5719842,-85.7691477,"['40.5595630', '40.5766683', '-85.8029610', '-85.7478360']"
